resource,category,figures,year,quarter,date_published,date_processed,filename
stock change,other,-245.75,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-584.26,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,22623.36,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,12.45,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,22610.92,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,22610.92,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,22610.92,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2005,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,20709.57,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,18898.74,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1810.83,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,13843.46,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,12190.0,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1653.46,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12797.08,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,12123.62,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,673.46,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,566.66,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-966.51,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,21356.1,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-190.76,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,21546.85,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,21546.85,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,21546.85,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2005,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,20878.21,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,19027.86,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1850.36,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,14157.74,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,12385.74,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1772.0,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,13835.97,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,13259.96,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,576.01,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-593.46,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-577.08,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,20029.44,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-83.22,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20112.67,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20112.67,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20112.67,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2006,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,19151.3,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,17389.96,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1761.33,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,15490.02,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,13336.78,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2153.24,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,13094.5,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,12270.84,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,823.66,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,9.54,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-649.4,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,20906.96,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-75.3,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20982.26,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20982.26,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20982.26,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2006,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,17266.06,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,15762.81,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1503.25,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,15413.99,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,13656.53,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1757.46,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,11350.59,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10770.99,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,579.6,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,897.72,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-571.66,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,21655.53,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,41.14,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,21614.39,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,21614.39,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,21614.39,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2006,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,19282.27,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,17484.01,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1798.26,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,14381.4,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,12067.33,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2314.08,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,11913.57,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11249.65,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,663.92,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-669.1,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-542.76,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,20538.24,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,34.44,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20503.8,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20503.8,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20503.8,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2006,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,19967.65,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,18177.59,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1790.06,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,12861.29,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11315.07,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1546.22,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12254.08,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11469.77,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,784.31,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-850.3,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-645.43,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,19079.13,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-192.92,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,19272.05,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,19272.05,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,19272.05,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2007,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,19744.77,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,18143.96,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1600.81,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,13635.38,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11465.43,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2169.94,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12580.49,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11876.46,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,704.04,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,896.77,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-548.48,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,21147.94,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,41.61,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,21106.33,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,21106.33,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,21106.33,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2007,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,17398.73,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,16217.29,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1181.45,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,16288.33,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,14161.54,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2126.78,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12698.73,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11919.8,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,778.94,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,777.42,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-543.48,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,21222.27,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,180.32,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,21041.95,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,21041.95,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,21041.95,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2007,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,19463.94,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,17818.19,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1645.75,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,14571.74,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,13208.55,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1363.19,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,13466.06,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,12446.62,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,1019.44,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-39.97,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-469.8,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,20059.85,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,2.96,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20056.89,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20056.89,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20056.89,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2007,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,18794.86,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,16978.67,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1816.19,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,14074.2,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11868.76,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2205.44,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12258.07,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11402.23,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,855.83,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-599.37,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-821.8,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,19189.82,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-321.65,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,19511.47,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,19511.47,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,19511.47,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2008,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,18615.57,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,16970.26,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1645.32,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,15615.04,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,13539.34,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,2075.7,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12343.31,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11502.0,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,841.31,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-106.68,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-824.53,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,20956.1,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,223.78,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20732.31,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20732.31,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20732.31,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2008,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,16299.55,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,15049.23,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1250.32,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,16002.17,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,14033.99,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1968.18,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,11181.22,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10058.33,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,1122.9,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,612.77,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-573.26,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,21160.0,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,260.62,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,20899.38,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,20899.38,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,20899.38,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2008,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,18078.86,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,16498.6,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,1580.25,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,0.0,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,14643.46,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,12966.83,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1676.62,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12452.76,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11414.86,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,1037.91,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,156.34,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-537.94,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,19887.95,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-2.49,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,19890.43,2008,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
